Name,Critic_Score,Critic_Count,User_Score,User_Count
Don King Boxing,55.0,17.0,,
Froggers Journey: The Forgotten Relic,59.0,6.0,,
Oddworld: Strangers Wrath,88.0,65.0,9.1,58.0
King of Fighters: Maximum Impact,64.0,45.0,6.9,12.0
Atelier Ayesha: The Alchemist of Dusk,70.0,17.0,6.6,120.0
One Piece: Pirate Warriors 3 (2),,,3.7,7.0
We Cheer 2,64.0,7.0,,
Drakan: The Ancients Gates,78.0,31.0,9.0,39.0
The Sims 4: Get Together,72.0,16.0,7.4,119.0
Resident Evil: Revelations (3),75.0,30.0,7.4,170.0
Tony Hawk: Shred (3),53.0,10.0,6.6,10.0
Tokyo Jungle,74.0,60.0,8.4,89.0
Puppeteer,80.0,75.0,8.5,238.0
Army of Two: The Devils Cartel (2),54.0,55.0,6.2,196.0
Anno 2205,72.0,45.0,5.9,281.0
Zoo Tycoon 2: Ultimate Collection,,,8.4,14.0
Resident Evil: Deadly Silence,71.0,41.0,8.4,36.0
Tom Clancys Splinter Cell: Double Agent (2),78.0,17.0,6.5,41.0
Legendary,47.0,39.0,7.1,87.0
Rayman DS,58.0,20.0,7.6,19.0
Peter Jacksons King Kong: The Official Game of the Movie (3),80.0,57.0,7.5,79.0
ATV: Quad Power Racing (2),49.0,7.0,,
Metroid Prime Pinball,79.0,51.0,7.9,32.0
All-Star Baseball 2003 (2),79.0,15.0,8.1,7.0
MTX Mototrax,77.0,30.0,8.1,9.0
NBA ShootOut 2004,58.0,19.0,7.8,8.0
Nancy Drew: The Mystery of the Clue Bender Society,46.0,5.0,3.6,5.0
Castlevania: Harmony of Dissonance,87.0,27.0,8.2,39.0
Madden NFL 08 (7),71.0,11.0,,
Hatsune Miku: Project Diva F 2nd (2),78.0,15.0,8.6,49.0
Formula One 2001,73.0,18.0,6.0,5.0
Pirates of the Caribbean: Dead Mans Chest (3),63.0,11.0,8.6,7.0
Baldurs Gate: Dark Alliance II (2),77.0,44.0,7.9,16.0
Madden NFL 2005 (5),68.0,25.0,7.7,7.0
Polarium,73.0,34.0,8.4,17.0
MVP Baseball 2004 (3),89.0,25.0,8.5,11.0
The Elder Scrolls IV: Oblivion (3),94.0,54.0,8.1,2468.0
Secret Weapons Over Normandy (2),77.0,31.0,8.8,4.0
Super Street Fighter II: Turbo Revival,84.0,17.0,7.4,10.0
Teen Titans (2),56.0,12.0,8.2,20.0
Star Wars The Clone Wars: Republic Heroes (6),,,8.3,9.0
Bomberman Generation,81.0,19.0,8.5,15.0
Sega Rally Revo (3),74.0,14.0,7.2,9.0
Surfing H3O,46.0,15.0,4.6,8.0
NASCAR 09 (2),69.0,32.0,7.8,15.0
Dragon Ball: XenoVerse (4),,,6.7,46.0
World Series of Poker (2),52.0,14.0,,
NASCAR 09 (3),65.0,22.0,7.5,10.0
Game of Thrones,52.0,35.0,5.2,126.0
Happy Feet (2),,,8.6,8.0
Walt Disney's The Jungle Book: Rhythm NGroove,56.0,6.0,,
Triple Play 2002 (2),64.0,17.0,,
Silent Hunter 5: Battle of the Atlantic,62.0,26.0,3.5,104.0
Monsters vs. Aliens (3),69.0,12.0,,
L.A. Noire: The Complete Edition,83.0,28.0,7.9,912.0
Amped 2,80.0,34.0,7.7,20.0
Final Fantasy Crystal Chronicles: Echoes of Time (2),64.0,29.0,5.6,11.0
College Hoops 2K6,77.0,14.0,7.3,6.0
NHL 08,86.0,23.0,6.9,23.0
Juiced 2: Hot Import Nights (4),71.0,10.0,6.4,5.0
Stella Glow,79.0,32.0,8.7,82.0
LEGO Star Wars III: The Clone Wars (7),76.0,14.0,7.5,44.0
WipEout XL,93.0,8.0,8.5,21.0
The Powerpuff Girls: Chemical X-Traction,30.0,6.0,6.3,4.0
Jonah Lomu Rugby Challenge (2),64.0,6.0,,
Dead or Alive Xtreme 2,53.0,46.0,6.7,42.0
Hunted: The Demons Forge,57.0,34.0,6.2,70.0
Men of Valor,73.0,47.0,8.0,8.0
Bomberman Tournament,88.0,16.0,,
Prison Break: The Conspiracy,42.0,33.0,3.8,20.0
Medal of Honor European Assault,71.0,22.0,7.9,14.0
F1 2015 (2),64.0,13.0,5.3,22.0
Skylanders SWAP Force (7),68.0,12.0,6.4,13.0
Billy Hatcher and the Giant Egg,71.0,37.0,8.7,32.0
NHL 08 (2),85.0,44.0,8.2,44.0
Midways Greatest Arcade Hits,48.0,9.0,,
Create,62.0,7.0,,
WipEout Fusion,83.0,21.0,8.5,43.0
Onechanbara Z2: Chaos,57.0,40.0,6.5,72.0
Imagine: Ballet Star,,,7.0,4.0
NHL 06 (2),79.0,35.0,8.4,18.0
Minute to Win It (2),,,3.0,4.0
Atari Anthology (2),68.0,15.0,,
TV Superstars,56.0,17.0,4.9,8.0
Ultimate Fighting Championship,53.0,6.0,7.4,16.0
Animal Paradise,49.0,7.0,,
XIII (2),74.0,38.0,8.3,15.0
Up (6),65.0,5.0,6.5,4.0
Michael Jackson: The Experience (4),64.0,5.0,6.6,5.0
MotoGP 07,78.0,20.0,7.3,11.0
Cars (7),65.0,16.0,6.1,8.0
Beyblade: Metal Fusion,36.0,4.0,,
The Bureau: XCOM Declassified,69.0,22.0,6.7,79.0
Need for Speed Rivals (5),76.0,16.0,3.3,547.0
Madagascar: Escape 2 Africa (4),62.0,23.0,,
The Mummy: Tomb of the Dragon Emperor,38.0,7.0,6.8,6.0
Def Jam Vendetta (2),81.0,22.0,8.5,8.0
Spider-Man: Web of Shadows (3),63.0,20.0,6.9,13.0
The Sims 2 (7),75.0,31.0,7.1,8.0
Etrian Mystery Dungeon,77.0,44.0,7.9,49.0
World Series Baseball 2K3,87.0,21.0,8.7,19.0
Tony Hawks Proving Ground (4),57.0,8.0,6.2,19.0
Indiana Jones and the Staff of Kings (3),63.0,10.0,7.8,17.0
The Outfit,70.0,52.0,7.5,48.0
Don King Presents: Prizefighter,56.0,45.0,6.4,29.0
Devil Kings,64.0,27.0,7.4,12.0
Bolt (4),57.0,18.0,7.1,7.0
Spider-Man: Edge of Time,57.0,50.0,6.8,34.0
Dynasty Warriors 6 (3),43.0,7.0,5.5,15.0
Americas Army: Rise of a Soldier,70.0,19.0,7.4,21.0
Grandia (2),89.0,14.0,6.6,77.0
Pirates of the Caribbean: The Legend of Jack Sparrow,51.0,32.0,7.5,13.0
"Ed, Edd n Eddy: The Mis-Edventures (2)",55.0,4.0,7.9,10.0
Cars: Mater-National Championship (3),67.0,4.0,,
Armored Core 4,65.0,31.0,7.2,31.0
Dreamworks Madagascar Kartz (4),,,6.0,4.0
Total War: Attila,80.0,66.0,7.3,525.0
Disgaea 2: Dark Hero Days,83.0,33.0,7.1,47.0
SBK Superbike World Championship,59.0,7.0,6.1,8.0
Indiana Jones and the Staff of Kings (4),50.0,5.0,6.8,11.0
X-Men Origins: Wolverine,53.0,8.0,6.1,10.0
Major League Baseball 2K7 (3),74.0,19.0,4.7,7.0
The Chronicles of Riddick: Assault on Dark Athena (2),80.0,45.0,7.7,40.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,,,5.9,8.0
Final Fantasy XI: Chains of Promathia,77.0,13.0,8.0,10.0
Monster Jam: Path of Destruction (3),,,6.3,4.0
X-Men Legends II: Rise of Apocalypse (4),82.0,34.0,6.2,26.0
Butt Ugly Martians: B.K.M. Battles,63.0,6.0,,
LEGO The Hobbit (5),,,7.4,5.0
Family Guy: Back to the Multiverse (2),39.0,28.0,5.0,51.0
Ninja Gaiden 3 (2),58.0,39.0,4.4,136.0
NBA Courtside 2002,71.0,18.0,7.4,7.0
Sly Cooper: Thieves in Time (2),75.0,15.0,8.2,148.0
Classic NES Series: Excitebike,66.0,12.0,,
Asuras Wrath (2),71.0,54.0,6.6,131.0
The Legend of Heroes: Trails of Cold Steel,77.0,20.0,7.5,134.0
Dora the Explorer: Journey to the Purple Planet,,,7.0,4.0
Digimon World: Data Squad,43.0,12.0,8.0,20.0
Hitman: Absolution (3),79.0,26.0,7.0,1333.0
Racquet Sports (2),51.0,8.0,8.6,15.0
Catz (2),,,7.9,8.0
Ace Combat: Assault Horizon Legacy,71.0,37.0,7.8,26.0
Trials Fusion (2),80.0,28.0,7.1,159.0
Dragon Ball: Fusions,68.0,15.0,7.7,22.0
Mega Man X Collection,73.0,23.0,8.8,14.0
Tom Clancys Rainbow Six: Siege (3),79.0,37.0,7.0,763.0
Far Cry Instincts Predator,78.0,46.0,6.2,80.0
Ben 10 Ultimate Alien: Cosmic Destruction (3),,,8.6,5.0
Samurai Warriors 4 (2),76.0,31.0,8.1,76.0
Cabelas Outdoor Adventures (2009) (2),,,7.8,4.0
ML,80.0,26.0,7.9,18.0
Army Men: Sarges Heroes 2 (2),48.0,8.0,7.3,7.0
Ys: Memories of Celceta,82.0,56.0,8.8,240.0
Skylanders Imaginators (2),79.0,49.0,5.2,18.0
Britneys Dance Beat,63.0,20.0,4.8,20.0
Vexx,63.0,20.0,7.6,11.0
Dynasty Warriors Next,67.0,35.0,7.5,73.0
TimeSplitters: Future Perfect,84.0,39.0,9.1,117.0
Harvest Moon: Magical Melody (2),83.0,14.0,8.9,44.0
Genma Onimusha,83.0,27.0,8.6,10.0
Turning Point: Fall of Liberty (2),42.0,28.0,5.5,33.0
DK: King of Swing,70.0,30.0,5.0,6.0
Homefront (3),70.0,36.0,5.5,531.0
Corvette (3),53.0,4.0,8.6,12.0
Percy Jackson and the Olympians: The Lightning Thief,56.0,6.0,6.9,12.0
Fuel (2),67.0,44.0,7.4,36.0
NBA Live 10 (3),64.0,4.0,4.2,10.0
Burnout 2: Point of Impact (2),88.0,23.0,5.1,23.0
Super Monkey Ball Deluxe,78.0,25.0,7.7,13.0
BioShock 2 (3),88.0,36.0,8.0,1258.0
WWE 2K17 (3),,,3.7,10.0
Kill.Switch (2),75.0,26.0,8.0,7.0
Lunar: Silver Star Harmony,80.0,26.0,7.7,47.0
Deus Ex: Mankind Divided (2),83.0,18.0,7.2,180.0
NBA Live 14,43.0,25.0,2.7,175.0
Peter Jacksons King Kong: The Official Game of the Movie (4),81.0,30.0,8.3,8.0
Dancing With The Stars,42.0,5.0,6.2,5.0
The Simpsons: Road Rage (4),67.0,16.0,7.7,12.0
Dynasty Warriors 7 (2),58.0,22.0,8.0,46.0
Crash Tag Team Racing (2),68.0,9.0,7.1,25.0
Azurik: Rise of Perathia,52.0,26.0,8.5,14.0
Dragon Ball Z: Sagas (2),51.0,11.0,6.1,8.0
Pro Evolution Soccer 2014 (2),80.0,23.0,4.3,113.0
AC/DC LIVE: Rock Band Track Pack (2),60.0,12.0,5.3,14.0
NHRA Championship Drag Racing,,,9.1,20.0
Monster Jam,,,5.9,7.0
Harvest Moon: Another Wonderful Life,70.0,12.0,9.2,60.0
Final Fantasy Fables: Chocobo Tales,75.0,42.0,7.4,28.0
NCAA College Basketball 2K3,83.0,17.0,8.0,6.0
NCAA March Madness 2004 (2),81.0,16.0,,
Bakugan: Battle Brawlers (4),60.0,16.0,5.2,9.0
Fantastic 4 (3),61.0,32.0,4.0,6.0
Tony Hawks American Sk8land,64.0,7.0,5.4,5.0
Metro 2033 (2),81.0,40.0,8.1,1478.0
Singularity (2),77.0,48.0,7.7,100.0
Valhalla Knights,53.0,29.0,6.3,15.0
Doods Big Adventure,56.0,4.0,,
Dance Dance Revolution: Disney Channel Edition,61.0,9.0,,
The Adventures of Tintin: The Game (3),63.0,35.0,6.1,12.0
The Incredible Hulk (6),50.0,15.0,,
Zumba Fitness: World Party,73.0,5.0,6.2,40.0
Virtua Tennis 4 (2),70.0,37.0,6.2,12.0
Boogie SuperStar,,,8.6,14.0
Luminous Arc,70.0,25.0,7.0,24.0
Juiced 2: Hot Import Nights (5),72.0,7.0,,
4x4 EVO 2,59.0,15.0,6.2,5.0
Cradle of Rome,63.0,20.0,,
Dreamcast Collection,53.0,31.0,4.5,12.0
Grand Theft Auto (2),68.0,33.0,7.1,23.0
Avalon Code,71.0,29.0,7.4,13.0
Resident Evil Archives: Resident Evil Zero,62.0,17.0,8.2,37.0
Spider-Man: Shattered Dimensions (3),75.0,13.0,7.7,15.0
My Street,46.0,21.0,3.9,14.0
Ghost Rider,49.0,17.0,5.7,13.0
X-Men: Destiny,50.0,33.0,4.8,37.0
Shadow Hearts: Covenant,85.0,49.0,9.1,56.0
Driver 76,57.0,28.0,7.9,18.0
Harry Potter and the Order of the Phoenix (6),67.0,35.0,6.6,25.0
Midway Arcade Treasures: Extended Play,63.0,24.0,7.8,8.0
NBA Live 15,59.0,24.0,5.6,86.0
The Testament of Sherlock Holmes,65.0,16.0,7.4,34.0
Galaga: Destination Earth,,,8.0,10.0
Dynasty Warriors 6 Empires (2),59.0,24.0,7.3,28.0
FIFA World Cup Germany 2006 (3),77.0,22.0,8.4,9.0
G.I. Joe: The Rise of Cobra,42.0,59.0,4.7,22.0
Game of Thrones (2),53.0,14.0,5.5,81.0
PDC World Championship Darts 2008,51.0,18.0,5.4,7.0
X-Men: Destiny (2),47.0,51.0,5.0,72.0
Angry Birds,,,7.3,19.0
Pictionary: Ultimate Edition,53.0,4.0,,
Pictionary: Ultimate Edition (2),62.0,4.0,,
Pure Futbol,46.0,12.0,7.5,30.0
Tiger Woods PGA Tour 10 (5),70.0,7.0,,
Afro Samurai,65.0,70.0,6.2,57.0
Ar tonelico Qoga: Knell of Ar Ciel,61.0,27.0,5.4,101.0
Birds of Steel,73.0,27.0,8.4,18.0
NASCAR 08 (2),56.0,9.0,8.2,9.0
Broken Sword: Shadow of the Templars - The Directors Cut,74.0,29.0,8.1,14.0
Divinity II: Ego Draconis,62.0,37.0,6.4,36.0
Bakugan: Battle Brawlers (5),63.0,10.0,8.2,5.0
DC Universe Online (2),72.0,27.0,6.8,243.0
Naruto: Path of the Ninja 2,62.0,18.0,7.5,6.0
Prince of Persia: The Forgotten Sands (4),77.0,24.0,8.1,31.0
Karaoke Revolution Volume 2,76.0,26.0,7.0,4.0
Disney's A Christmas Carol,66.0,7.0,6.5,4.0
NASCAR Thunder 2004 (2),85.0,14.0,9.1,15.0
Buffy the Vampire Slayer,79.0,30.0,9.1,31.0
Harry Potter and the Goblet of Fire (4),68.0,26.0,5.8,10.0
Harry Potter and the Goblet of Fire (5),68.0,15.0,6.0,6.0
Sands of Destruction,63.0,20.0,7.9,18.0
Viva Pinata: Party Animals,56.0,42.0,6.2,18.0
Ultimate Band,59.0,17.0,5.5,4.0
Toukiden Kiwami,82.0,5.0,8.6,42.0
Tales of Berseria,79.0,7.0,,
Transformers: Devastation,77.0,50.0,7.4,163.0
World Series Baseball,85.0,20.0,8.8,6.0
Dynasty Warriors: Gundam Reborn,64.0,35.0,7.5,25.0
Test Drive: Eve of Destruction,73.0,34.0,9.1,23.0
Hatsune Miku: Project Diva f (2),81.0,10.0,8.0,90.0
Jeremy McGrath Supercross World,35.0,9.0,3.4,16.0
Rock Band Country Track Pack (3),66.0,4.0,,
The Scorpion King: Rise of the Akkadian,47.0,12.0,7.2,6.0
The Clu (2),72.0,42.0,6.5,15.0
Meteos,88.0,49.0,7.5,164.0
Tom Clancys Splinter Cell (3),89.0,19.0,8.7,25.0
Star Wars Jedi Knight II: Jedi Outcast (2),75.0,17.0,7.8,19.0
ESPN NHL Hockey,90.0,19.0,7.0,22.0
DiRT Showdown,75.0,53.0,6.4,54.0
The Incredible Hulk: Ultimate Destruction (2),84.0,47.0,8.0,22.0
NCAA GameBreaker 2003,53.0,19.0,,
Gundam Battle Assault,61.0,4.0,7.8,4.0
Rocket Power: Beach Bandits (3),53.0,6.0,,
Shaun White Snowboarding (5),63.0,4.0,,
Tony Hawks Downhill Jam,69.0,42.0,6.2,13.0
Cross Edge,52.0,32.0,7.2,82.0
The Lord of the Rings: Aragorns Quest,58.0,21.0,7.8,5.0
NHL FaceOff 2001,78.0,11.0,,
Tribes: Aerial Assault,73.0,23.0,8.8,47.0
Looney Tunes: Acme Arsenal (2),27.0,7.0,5.1,14.0
Madagascar: Escape 2 Africa (5),58.0,13.0,6.8,4.0
Spec Ops: The Line (3),76.0,16.0,8.2,1243.0
Sherlock Holmes and the Mystery of Osborne House,48.0,11.0,,
Madden NFL 06 (6),71.0,7.0,,
Star Wars: Battlefront (3),72.0,19.0,3.5,1525.0
Disgaea: Afternoon of Darkness,87.0,37.0,8.2,69.0
Odin Sphere: Leifthrasir,87.0,49.0,8.2,181.0
Saint Seiya: Soldiers Soul,59.0,30.0,7.7,46.0
NBA 2K6 (3),81.0,33.0,8.6,31.0
NASCAR 08 (3),57.0,21.0,5.0,14.0
Grand Slam Tennis 2,73.0,36.0,5.2,17.0
Mafia (2),66.0,33.0,7.8,23.0
Ride,66.0,30.0,7.0,47.0
Sword Art Online: Hollow Realization,69.0,33.0,7.7,55.0
Dynasty Warriors: Strikeforce (3),59.0,18.0,5.7,12.0
Airblade,70.0,18.0,5.8,12.0
Epic Mickey 2: The Power of Two (4),57.0,14.0,5.6,46.0
Carnival Island,66.0,25.0,5.2,5.0
Genji: Dawn of the Samurai,74.0,49.0,8.3,19.0
Senran Kagura 2: Deep Crimson ,58.0,28.0,6.7,57.0
TrackMania: Build to Race,74.0,17.0,6.8,5.0
The Italian Jo,55.0,18.0,6.3,4.0
Freedom Fighters (2),82.0,23.0,8.2,23.0
Soldier of Fortune II: Double Helix,61.0,26.0,6.5,13.0
Lunar Knights,82.0,39.0,7.8,25.0
WWE All Stars (3),71.0,12.0,7.3,8.0
Mortal Kombat: Armageddon (2),71.0,29.0,8.4,33.0
Final Fantasy XI: Treasures of Aht Urhgan,87.0,4.0,7.1,13.0
Alundra,86.0,9.0,8.9,42.0
Madden NFL 13 (5),75.0,9.0,6.7,30.0
Bratz: Girlz Really Rock (2),,,8.4,7.0
Hannah Montana: The Movie (3),,,3.4,17.0
NFL Blitz Pro,73.0,20.0,8.5,14.0
Tiger Woods PGA Tour 2003 (3),90.0,10.0,8.0,5.0
BlowOut,58.0,12.0,6.2,5.0
Pinball Hall of Fame: The Gottlieb Collection (2),73.0,27.0,8.1,13.0
SSX On Tour (2),79.0,23.0,8.1,44.0
Spirit Camera: The Cursed Memoir,54.0,35.0,6.1,28.0
Lumines: Electronic Symphony,83.0,65.0,7.8,86.0
Rune Factory: Tides of Destiny,55.0,12.0,8.0,45.0
Ys Seven,79.0,27.0,8.5,65.0
NCAA GameBreaker 2004,61.0,15.0,,
Tony Hawks Proving Ground (5),79.0,21.0,6.7,6.0
The Polar Express,39.0,10.0,4.3,6.0
AC/DC LIVE: Rock Band Track Pack (3),63.0,16.0,4.9,10.0
Deca Sports 3,41.0,7.0,,
Valhalla Knights 2,50.0,13.0,5.4,13.0
Saint Seiya: Sanctuary Battle,62.0,14.0,7.3,34.0
NBA ShootOut 2003,62.0,22.0,5.9,8.0
Need For Speed: Undercover (6),59.0,7.0,6.7,6.0
NHL FaceOff 2003,55.0,20.0,,
Rogue Ops,61.0,26.0,9.2,6.0
Killer is Dead,64.0,39.0,7.9,216.0
F1 2014 (2),64.0,14.0,4.1,20.0
Legion: The Legend of Excalibur,51.0,21.0,7.0,6.0
Mega Man Legacy Collection,77.0,27.0,7.0,28.0
Spartan: Total Warrior,74.0,33.0,8.4,65.0
Battleborn (2),71.0,20.0,7.3,172.0
Neopets Puzzle Adventure (2),52.0,11.0,,
Pitfall: The Big Adventure,,,6.3,6.0
Asphalt: Injection,49.0,33.0,4.8,28.0
Justice League Heroes,72.0,13.0,7.8,5.0
Conflict: Vietnam (2),60.0,40.0,7.3,9.0
The Legend of Heroes: Trails of Cold Steel II,80.0,24.0,7.4,79.0
Whirl Tour,58.0,9.0,7.0,5.0
Time Crisis: Crisis Zone,66.0,38.0,,
NBA Street: Showdown,75.0,25.0,8.5,15.0
pro evolution soccer 2011 (5),78.0,9.0,5.4,7.0
Skies of Arcadia Legends,84.0,31.0,9.2,95.0
Ultimate Band (2),69.0,11.0,,
LEGO The Hobbit (6),,,7.8,11.0
Risen 2: Dark Waters,69.0,51.0,5.6,754.0
Breath of Fire,79.0,17.0,8.8,9.0
Ford vs. Chevy,,,8.0,5.0
Soul Sacrifice Delta,82.0,24.0,8.4,128.0
NCAA Football 2005 (3),88.0,18.0,9.0,5.0
Hamtaro: Ham-Ham Games,77.0,20.0,8.1,7.0
Danny Phantom: The Ultimate Enemy,,,8.8,4.0
NASCAR 2011: The Game (3),42.0,5.0,3.1,9.0
Danganronpa Another Episode: Ultra Despair Girls,72.0,35.0,8.4,79.0
Spider-Man: Edge of Time (2),58.0,43.0,7.2,29.0
FaceBreaker K.O. Party,61.0,15.0,5.6,7.0
Assassins Creed Syndicate (3),74.0,14.0,6.0,555.0
Galactic Wrestling: Featuring Ultimate Muscle,61.0,12.0,8.0,5.0
Dino Stalker,50.0,18.0,6.3,9.0
Naruto Shippuden: Ultimate Ninja Storm Revolution (2),62.0,11.0,7.3,44.0
Rapalas Fishing Frenzy,61.0,5.0,,
Mega Man Zero 3,77.0,21.0,9.0,22.0
Super Swing Golf,72.0,44.0,7.8,15.0
LEGO Marvels Avengers (6),60.0,4.0,6.9,16.0
G-Force (5),68.0,22.0,7.6,7.0
Shinobi (2),69.0,33.0,7.3,33.0
Luminous Arc 2,73.0,19.0,7.7,14.0
Risen 2: Dark Waters (2),47.0,13.0,5.2,37.0
Age of Empires: The Age of Kings,80.0,38.0,7.9,59.0
Tony Hawks Downhill Jam (2),76.0,34.0,7.0,7.0
Call of Duty: Infinite Warfare (3),73.0,16.0,3.0,468.0
LEGO Harry Potter: Years 5-7 (7),80.0,5.0,8.6,45.0
Duel Masters: Kaijudo Showdown,66.0,10.0,,
The Crew (3),,,6.4,94.0
MotoGP 09/10,70.0,42.0,5.4,28.0
Dinosaur King,61.0,13.0,8.0,9.0
The Lord of the Rings: The Third Age (3),67.0,7.0,8.5,12.0
The Suffering (2),77.0,44.0,8.8,23.0
Tetris Worlds (3),47.0,10.0,5.6,8.0
Angry Birds Star Wars (5),47.0,5.0,2.0,88.0
Viewtiful Joe 2,86.0,39.0,8.3,19.0
Hot Shots Tennis: Get a Grip,80.0,27.0,8.0,17.0
Child of Eden (2),81.0,21.0,7.8,25.0
All Star Karate,46.0,4.0,,
Naruto Shippuden: Ninja Council 4,49.0,10.0,,
Worms: Battle Islands,58.0,13.0,,
NBA Live 09 All-Play,51.0,11.0,5.9,14.0
Touch the Dead,56.0,31.0,5.6,5.0
Jackass the Game (2),58.0,21.0,7.0,12.0
Far Cry: Primal (3),74.0,18.0,4.9,391.0
Nickelodeon Party Blast (2),19.0,4.0,4.0,8.0
Ragnarok DS,53.0,19.0,5.8,17.0
ATV Quad Kings,33.0,4.0,,
Shellshock: Nam 67,58.0,37.0,7.0,14.0
All-Star Baseball 2002 (2),66.0,17.0,5.6,9.0
Magna Carta: Tears of Blood,66.0,34.0,7.0,22.0
Lethal Skies Elite Pilot: Team SW,59.0,16.0,,
Capcom vs. SNK,80.0,17.0,9.0,24.0
Pinball Hall of Fame: The Williams Collection (2),82.0,16.0,7.9,8.0
Aliens vs Predator: Requiem,49.0,34.0,5.6,19.0
Star Wars: The Force Unleashed II (4),43.0,5.0,4.0,5.0
From Russia With Love (2),70.0,20.0,8.5,13.0
Guitar Hero: Smash Hits (4),69.0,6.0,8.3,6.0
NFL Quarterback Club 2002,67.0,12.0,7.8,6.0
LEGO The Lord of the Rings (6),80.0,6.0,8.2,127.0
NCAA Basketball 09 (2),70.0,23.0,5.6,8.0
Lords of the Fallen (2),71.0,13.0,6.6,167.0
Shin Megami Tensei: Persona,78.0,30.0,8.0,47.0
Dying Light (3),75.0,40.0,7.9,1304.0
Growlanser: Heritage of War,60.0,7.0,7.9,9.0
Ben 10 Alien Force: Vilgax Attacks (5),61.0,9.0,8.3,4.0
Rugby 2004,61.0,13.0,6.8,65.0
Deadly Creatures,72.0,45.0,8.8,36.0
NBA 06 (2),72.0,19.0,5.4,8.0
KORG DS-10 Synthesizer,82.0,11.0,8.2,13.0
Tropico 3,75.0,33.0,6.6,22.0
Naruto: Ninja Council,60.0,12.0,7.1,9.0
Wreckless: ThE YaKuza MisSiOns (2),60.0,16.0,,
Hasbro Family Game Night (3),57.0,6.0,,
Dead Island (3),80.0,24.0,6.8,1434.0
NFL 2K3 (3),92.0,24.0,8.3,15.0
The Wolf Among Us,83.0,6.0,8.4,264.0
Samurai Jack: The Amulet of Time,63.0,13.0,,
Hunted: The Demons Forge (2),61.0,59.0,6.0,116.0
American Idol (2),,,4.8,5.0
Britneys Dance Beat (2),53.0,14.0,7.4,5.0
Full Auto,70.0,63.0,7.8,36.0
Shrek SuperSlam (3),70.0,11.0,7.7,7.0
BioShock The Collection (2),84.0,17.0,8.5,81.0
Tony Hawks Pro Skater 5,32.0,43.0,1.5,429.0
Herdy Gerdy,69.0,24.0,5.0,12.0
Afrika,63.0,12.0,6.2,34.0
G.I. Joe: The Rise of Cobra (2),51.0,11.0,,
Jewel Quest: Expeditions,68.0,4.0,,
Over G Fighters,49.0,36.0,6.1,50.0
MySims Party (2),56.0,16.0,,
Dark Summit,67.0,11.0,,
The Dukes of Hazzard: Return of the General Lee,52.0,17.0,6.8,8.0
Code Name: S.T.E.A.M.,69.0,69.0,7.8,126.0
Namco Museum: 50th Anniversary (2),60.0,23.0,,
NBA Live 15 (2),53.0,9.0,6.8,53.0
Crash N Burn,63.0,17.0,8.0,7.0
NBA,57.0,25.0,6.9,14.0
Teenage Mutant Ninja Turtles: Smash-Up (2),,,8.4,12.0
Disaster Report,66.0,28.0,8.0,7.0
Armored Core V (2),68.0,37.0,7.2,37.0
College Hoops 2K7,82.0,22.0,8.2,12.0
Rampage: Total Destruction (3),46.0,21.0,5.6,19.0
NCAA March Madness 08 (2),69.0,22.0,,
WCW Backstage Assault,40.0,9.0,,
Wild Wild Racing,64.0,13.0,,
The Bards Tale,76.0,44.0,8.6,14.0
Robotech: The Macross Saga,61.0,8.0,6.5,4.0
Yu Yu Hakusho: Dark Tournament,56.0,15.0,8.5,18.0
Conflict Zone,47.0,7.0,7.4,8.0
The Bureau: XCOM Declassified (2),68.0,30.0,6.7,119.0
BloodRayne (2),76.0,20.0,7.5,6.0
Harry Potter and the Deathly Hallows - Part 2 (4),55.0,5.0,,
NHL 2K6 (2),83.0,32.0,7.5,26.0
Hannah Montana: The Movie (4),25.0,4.0,3.8,48.0
Tenchu: Return From Darkness,70.0,55.0,7.0,6.0
World Poker Tour,60.0,17.0,8.6,5.0
Neo Contra,65.0,37.0,7.1,8.0
MVP Baseball,67.0,21.0,7.7,16.0
Wheres Waldo? The Fantastic Journey,,,8.9,8.0
Tony Hawks American Sk8land (2),84.0,31.0,8.7,55.0
Madden NFL 07 (8),70.0,9.0,6.5,10.0
Journey,92.0,78.0,8.8,1386.0
The BIGS 2 (2),76.0,31.0,6.2,35.0
Viewtiful Joe 2 (2),85.0,29.0,7.7,17.0
Quake III: Revolution,84.0,18.0,7.2,11.0
Pac-Man World 3,63.0,22.0,5.2,13.0
SBK X: Superbike World Championship,73.0,4.0,7.5,4.0
50 Cent: Blood on the Sand,71.0,54.0,6.4,65.0
Robotech: Battlecry (2),74.0,22.0,7.0,10.0
HBO Boxing,26.0,7.0,4.0,5.0
Bass Pro Shops: The Strike (2),63.0,4.0,5.8,5.0
Darkwatch (2),75.0,43.0,8.0,22.0
Disgaea D2: A Brighter Darkness,74.0,37.0,8.1,61.0
Maximo vs Army of Zin,83.0,46.0,7.8,13.0
The Chronicles of Narnia: Prince Caspian (3),54.0,12.0,,
God of War Collection (2),73.0,28.0,7.4,133.0
Summoner 2,76.0,20.0,8.3,22.0
Guitar Hero Live (5),84.0,4.0,6.1,36.0
Shadow of Destiny,78.0,18.0,8.2,19.0
Ninja Gaiden: Dragon Sword,83.0,52.0,7.8,36.0
Cabelas Deer Hunt: 2004 Season (2),65.0,5.0,8.4,16.0
